Probe	Chromosome	Start	End	Strand
Gm15404	17	91956467	91991267	+
Adcyap1	17	93598762	93604825	+
Mettl4	17	95126420	95149359	-
2610044O15Rik	17	95160590	95164201	-
Gm10492	17	95234246	95235982	+
Vmn1r238	18	3122455	3123465	-
Crem	18	3266046	3337746	-
Gm6225	18	3336414	3366861	+
Cul2	18	3382986	3436698	+
Bambi	18	3507955	3516402	+
Lyzl1	18	4165830	4182230	+
Map3k8	18	4331325	4353013	-
Gm17417	18	4373667	4379978	-
Mtpap	18	4375590	4397328	+
9430020K01Rik	18	4634927	4682866	+
Gm10556	18	4812484	4850957	+
Svil	18	4920538	5119297	+
Gm16954	18	5162878	5165729	-
Zfp438	18	5210029	5334437	-
Gm10125	18	5491501	5592437	-
Zeb1	18	5591858	5775465	+
Arhgap12	18	6024446	6136096	-
Kif5b	18	6201000	6242172	-
Gm17036	18	6213911	6227322	+
Rpl27-ps3	18	6332588	6333062	+
Epc1	18	6435949	6516106	-
4921524L21Rik	18	6603627	6638964	+
Rab18	18	6765198	6790320	+
Mkx	18	6934964	7004777	-
Armc4	18	7088231	7297899	-
Mpp7	18	7347960	7626861	-
Wac	18	7868830	7973545	+
Gm5819	18	8694075	8694539	+
Fzd8	18	9212854	9216199	+
Gjd4	18	9278605	9282807	-
Ccny	18	9314042	9450148	-
Cetn1	18	9615522	9619476	-
Colec12	18	9707646	9877993	+
Gm17430	18	9726195	9726668	-
Gm5501	18	9916893	9917753	+
Thoc1	18	9958178	9995482	+
Usp14	18	9995430	10045117	-
Rock1	18	10064399	10181790	-
Greb1l	18	10325175	10562932	+
Gm10349	18	10482680	10483544	-
Esco1	18	10566510	10610350	-
Snrpd1	18	10617794	10628228	+
Abhd3	18	10644409	10706769	-
4930563E18Rik	18	10706858	10711830	+
Mib1	18	10725546	10818702	+
1010001N08Rik	18	11049085	11052565	-
Gata6	18	11052508	11085633	+
Rbbp8	18	11791785	11901716	+
Gm6277	18	11979185	11997846	-
Cables1	18	11997729	12104136	+
6030446N20Rik	18	12139812	12279989	-
Riok3	18	12287359	12315876	+
3110002H16Rik	18	12327226	12348506	+
Npc1	18	12348202	12394909	-
Gm15956	18	12352277	12357184	+
Ankrd29	18	12410871	12464229	-
Lama3	18	12492533	12741522	+
Gm17506	18	12657194	12657637	-
Ttc39c	18	12758435	12895559	+
Cabyr	18	12899833	12913655	+
Osbpl1a	18	12913823	13100350	-
Impact	18	13130761	13151457	+
Hrh4	18	13165499	13181391	+
Zfp521	18	13845522	14131242	-
Gm5160	18	14582159	14583820	+
Gm6457	18	14728622	14730186	+
Ss18	18	14782707	14841423	-
Psma8	18	14864660	14920808	+
Taf4b	18	14941754	15058868	+
Kctd1	18	15127194	15309955	-
Aqp4	18	15547903	15562193	-
Chst9	18	15610433	15918666	-
Gm10036	18	15991296	15991878	+
Gm7665	18	16433157	16433453	-
Cdh2	18	16747386	16967755	-
Gm15485	18	16887242	16888187	+
Gm15328	18	16974916	16981292	+
1700001G01Rik	18	17177560	17296068	+
Dsc3	18	20119431	20160598	-
Dsc2	18	20189134	20218055	-
Dsc1	18	20243204	20273274	-
Dsg1c	18	20405841	20443532	+
Dsg1a	18	20469312	20501851	+
Dsg1b	18	20535230	20568697	+
Dsg4	18	20594676	20630322	+
Dsg3	18	20668805	20705360	+
Dsg2	18	20716575	20763022	+
Gm16090	18	20756465	20823761	-
Ttr	18	20823751	20832825	+
Gm10269	18	20841060	20841504	-
B4galt6	18	20843100	20904905	-
Trappc8	18	20975725	21054579	-
Rnf125	18	21103126	21142349	+
Rnf138	18	21159842	21186724	+
Mep1b	18	21229286	21258700	+
Fam59a	18	21285702	21458639	-
Klhl14	18	21708878	21813219	-
4930426D05Rik	18	21809949	21814606	+
4921528I01Rik	18	21969398	22329897	-
Asxl3	18	22503384	22688728	+
Nol4	18	22851656	23200154	-
Dtna	18	23573916	23818215	+
Gm15972	18	23908948	23910806	-
Mapre2	18	23910834	24052362	+
Zfp397	18	24113189	24123172	+
Zscan30	18	24123319	24140056	-
Zfp35	18	24148133	24163877	+
Zfp191	18	24168203	24179311	-
Ino80c	18	24263258	24280454	-
Galnt1	18	24363845	24445319	+
2700062C07Rik	18	24629362	24636266	+
Rprd1a	18	24643463	24688705	-
Slc39a6	18	24738382	24762318	-
Elp2	18	24762462	24798008	+
Mocos	18	24812192	24860057	+
Gm9955	18	24867541	24867849	-
Fhod3	18	24867946	25292001	+
5730494M16Rik	18	25285724	25327508	-
AW554918	18	25327500	25625822	+
Celf4	18	25636133	25912484	-
Pik3c3	18	30432401	30507780	+
Rpl29-ps5	18	30618737	30619213	-
Rit2	18	31133143	31476944	-
Syt4	18	31597462	31607069	-
Gm16871	18	31599972	31608753	+
Slc25a46	18	31739822	31770183	-
B930094E09Rik	18	31769166	31770405	+
Sap130	18	31794025	31882715	+
Ammecr1l	18	31919534	31942381	+
Gm16827	18	31940880	31948699	-
Polr2d	18	31948813	31956296	+
Wdr33	18	31963711	32068641	+
Gm6665	18	31979516	31980067	-
Gm17652	18	32018736	32021418	-
Sft2d3	18	32068748	32071557	-
Lims2	18	32091161	32118273	+
Gpr17	18	32102651	32109290	-
Myo7b	18	32118888	32196615	-
Gm16344	18	32181394	32186264	+
Iws1	18	32227388	32263985	+
Proc	18	32282783	32299224	-
Gm17531	18	32313130	32320081	+
Map3k2	18	32322743	32396405	+
Ercc3	18	32399954	32429805	+
A830052D11Rik	18	32518711	32537938	-
Bin1	18	32536871	32595390	+
Gypc	18	32687976	32719688	-
4930455D15Rik	18	32823296	32996941	-
Tslp	18	32975037	32979453	+
Wdr36	18	32996879	33026074	+
2310026I22Rik	18	33075480	33098876	-
Camk4	18	33098695	33355421	+
Stard4	18	33359009	33373516	-
D0H4S114	18	33596673	33623683	-
Gm10549	18	33623817	33632102	+
2410004N09Rik	18	33954575	33955640	+
Epb4.1l4a	18	33955981	34166860	-
Apc	18	34380578	34481843	+
Srp19	18	34490501	34496253	+
Reep5	18	34504543	34533069	-
Pkd2l2	18	34569077	34602445	+
Fam13b	18	34602006	34666477	-
Wnt8a	18	34701967	34707927	+
Nme5	18	34722288	34738769	-
4933408B17Rik	18	34739500	34757122	-
Brd8	18	34758269	34784255	-
Kif20a	18	34784278	34792919	+
Cdc23	18	34790605	34811389	-
Gfra3	18	34849557	34880041	-
Cdc25c	18	34892651	34911187	-
Gm3550	18	34897021	34897665	+
2010110K18Rik	18	34911463	34918339	+
Fam53c	18	34918560	34933414	+
Kdm3b	18	34936662	34999024	+
Gm17557	18	34956549	34963138	-
Reep2	18	35000312	35007106	+
Egr1	18	35020861	35024638	+
Gm17507	18	35024439	35024763	-
Etf1	18	35062446	35091657	-
Hspa9	18	35097068	35114011	-
Gm6724	18	35129314	35130423	-
Ctnna1	18	35278542	35414427	+
Lrrtm2	18	35368665	35374678	-
Sil1	18	35426054	35658579	-
Gm5239	18	35696237	35696605	+
Snhg4	18	35713064	35717970	+
Matr3	18	35721812	35751699	+
Paip2	18	35758271	35776840	+
Slc23a1	18	35774258	35786898	-
2010001M09Rik	18	35806920	35809021	-
Gm1614	18	35811821	35814841	-
Spata24	18	35816344	35821840	-
Dnajc18	18	35830757	35862798	-
1700066B19Rik	18	35862879	35890523	+
Ecscr	18	35872740	35882010	-
Tmem173	18	35893332	35900208	-
Gm16490	18	35929972	35930325	+
Ube2d2	18	35931213	35966826	+
Cxxc5	18	35989472	36021341	+
Psd2	18	36124484	36174367	+
Nrg2	18	36177333	36357034	-
Pura	18	36440751	36461175	+
0610010O12Rik	18	36505273	36562634	+
Pfdn1	18	36563333	36614149	-
Hbegf	18	36664583	36675459	-
Slc4a9	18	36687805	36715909	+
Ankhd1	18	36719641	36825571	+
Eif4ebp3	18	36823714	36825571	+
Sra1	18	36826335	36830850	-
Apbb3	18	36830814	36839020	-
Slc35a4	18	36839233	36843512	+
E230025N22Rik	18	36844577	36855579	-
Cd14	18	36884728	36886390	-
Tmco6	18	36894722	36902045	+
Ndufa2	18	36902020	36904202	-
Ik	18	36904310	36917293	+
Wdr55	18	36919893	36923362	+
Dnd1	18	36923325	36925868	-
Hars	18	36926184	36942859	-
Hars2	18	36942662	36952216	+
Zmat2	18	36953577	36959314	+
Gm6756	18	37080283	37081861	+
Pcdha11	18	37089939	37347311	+
Pcdha3	18	37105801	37108685	+
Gm10545	18	37168523	37180333	-
Gm10544	18	37319509	37338176	-
Pcdhb1	18	37424652	37427108	+
Pcdhb2	18	37454494	37457267	+
Pcdhb3	18	37460453	37464239	+
Pcdhb4	18	37467109	37470827	+
Pcdhb5	18	37480035	37483567	+
Pcdhb6	18	37493682	37497087	+
Pcdhb7	18	37501356	37504861	+
Pcdhb8	18	37514726	37517264	+
Pcdhb9	18	37560509	37563563	+
Pcdhb10	18	37571328	37574168	+
Pcdhb11	18	37581072	37584686	+
Pcdhb12	18	37595275	37598308	+
Pcdhb13	18	37602171	37605863	+
Pcdhb14	18	37607311	37610748	+
Pcdhb15	18	37633200	37635994	+
Pcdhb16	18	37637422	37642689	+
Pcdhb17	18	37644675	37647943	+
Pcdhb18	18	37649119	37654159	+
Pcdhb19	18	37656651	37663781	+
Pcdhb21	18	37673306	37677967	+
Pcdhb22	18	37678007	37681073	+
Slc25a2	18	37797032	37798377	-
Taf7	18	37800556	37803858	-
3222401L13Rik	18	37815561	37818391	+
Pcdhgc5	18	37833989	38001527	+
Gm16882	18	37906213	37927896	-
Diap1	18	38003255	38095130	-
Hdac3	18	38095498	38114642	-
Rell2	18	38115213	38118833	+
Fchsd1	18	38117085	38129428	-
Arap3	18	38132278	38157228	-
Pcdh1	18	38345569	38371707	-
2010320O07Rik	18	38369426	38388799	+
1700086O06Rik	18	38398059	38410219	-
Gm10268	18	38404463	38405066	+
0610009O20Rik	18	38409903	38422283	+
Pcdh12	18	38426746	38444055	-
Rnf14	18	38456289	38477501	+
Gnpda1	18	38487212	38498657	-
Ndfip1	18	38578629	38624053	+
Spry4	18	38745922	38760922	-
9630014M24Rik	18	38761188	38805576	+
Arhgap26	18	38761188	39535938	+
Fgf1	18	38998327	39089058	-
Gm15334	18	39153289	39153846	-
Gm15336	18	39405901	39462344	-
Gm15337	18	39526692	39549079	-
Nr3c1	18	39570199	39650955	-
Gm10008	18	39663210	39666336	-
Pabpc2	18	39933151	39935736	+
Yipf5	18	40364519	40379053	-
2900055J20Rik	18	40416616	40417338	+
Kctd16	18	40418015	40690757	+
Rps19-ps13	18	40885893	40886363	+
Prelid2	18	42035350	42110848	-
Grxcr2	18	42145855	42158703	-
Sh3rf2	18	42213321	42318614	+
Gm5689	18	42333006	42333317	+
Plac8l1	18	42338329	42356363	-
Lars	18	42362004	42421781	-
Rps19-ps4	18	42412040	42412489	+
Rbm27	18	42435007	42501196	+
Pou4f3	18	42554251	42555747	+
Gm16415	18	42600673	42601161	+
Tcerg1	18	42671141	42735439	+
Gpr151	18	42737674	42739306	-
Ppp2r2b	18	42797086	43219125	-
4933407I08Rik	18	43095124	43098541	+
Gm8181	18	43330759	43332247	+
Stk32a	18	43367351	43477135	+
Dpysl3	18	43480633	43597940	-
Gm9781	18	43635074	43637450	-
Jakmip2	18	43691062	43847427	-
Spink3	18	43887723	43896891	-
Scgb3a2	18	43923979	43927047	+
Gm94	18	43936850	43952532	-
Spink5	18	44122889	44182155	+
Spink14	18	44187523	44191862	+
Spink6	18	44231047	44243264	+
Spink12	18	44264061	44268197	+
Gm10267	18	44316058	44318957	-
Spinkl	18	44326012	44334727	-
Spink11	18	44349699	44355831	-
Gm10542	18	44360918	44365672	+
Npy6r	18	44429781	44437354	+
Myot	18	44493728	44515378	+
Dcp2	18	44540154	44584623	+
Mcc	18	44584715	44971836	-
A930012L18Rik	18	44821319	44835925	+
Ythdc2	18	44988319	45049374	+
Kcnn2	18	45428659	45845678	+
Trim36	18	46324956	46372261	-
1700018A14Rik	18	46358675	46359385	+
Pggt1b	18	46399603	46440504	-
Ccdc112	18	46441805	46471582	-
Gm4840	18	46515047	46516621	-
Mospd4	18	46624588	46625470	-
Fem1c	18	46664260	46685625	-
Ticam2	18	46718809	46734187	-
Tmed7	18	46719889	46757189	-
Eif1a	18	46757358	46769879	+
Cdo1	18	46872859	46887996	-
Atg12	18	46892071	46901233	-
Ap3s1	18	46901571	46950480	+
4833403I15Rik	18	47009693	47065100	+
Gm949	18	47085636	47093876	+
Commd10	18	47118515	47393938	+
Sema6a	18	47395252	47528524	-
Gm5506	18	48204989	48208032	+
Dtwd2	18	49855799	49915255	-
Gm16283	18	49915448	49916843	+
Dmxl1	18	49992667	50124739	+
Tnfaip8	18	50139081	50266827	+
C030005K06Rik	18	50202384	50213498	-
Hsd17b4	18	50287855	50355923	+
Cd63-ps	18	50294380	50295254	+
Fam170a	18	50438023	50442673	+
Hdhd1a	18	50727310	50728353	-
Prr16	18	51277392	51579698	+
Gm4950	18	52024918	52025535	-
Ftmt	18	52491190	52492640	+
Srfbp1	18	52625347	52650392	+
Lox	18	52675723	52689521	-
Zfp474	18	52775569	52799484	+
1700034E13Rik	18	52805863	52823387	+
Gykl1	18	52853333	52855322	+
Sncaip	18	52927363	53075585	+
Snx2	18	53336019	53380514	+
Snx24	18	53405316	53550477	+
Ppic	18	53565995	53577661	-
Prdm6	18	53624200	53735561	+
Cep120	18	53841380	53904207	-
Csnk1g3	18	54021767	54115338	+
Gm5507	18	54143975	54144982	+
9430076G02Rik	18	54581949	54612494	+
Zfp608	18	55047699	55152245	-
Gm17270	18	55141089	55147343	+
Gm4221	18	55149964	55239068	+
Gramd3	18	56559991	56663446	+
Aldh7a1	18	56669341	56732605	-
Phax	18	56722097	56747366	+
1700065I17Rik	18	56748004	56754436	+
Lmnb1	18	56867467	56913078	+
Mar-03	18	56921370	57085202	-
Gm15345	18	56929371	56961342	+
C330018D20Rik	18	57115487	57135022	-
Megf10	18	57292744	57457121	+
Prrc1	18	57514387	57552373	+
4930511M06Rik	18	57533109	57712051	-
Ctxn3	18	57628140	57637788	+
1700066O22Rik	18	57664076	57693406	-
1700011I03Rik	18	57693434	57890719	+
Slc12a2	18	58038332	58106475	+
Fbn2	18	58168277	58369580	-
Gm17593	18	58369906	58381539	+
Slc27a6	18	58715911	58772427	+
Isoc1	18	58819136	58839224	+
Adamts19	18	58996418	59213332	+
A730017C20Rik	18	59221902	59236616	+
Chsy3	18	59335055	59570100	+
Gm4951	18	60371734	60407474	+
Gm4841	18	60427959	60432926	-
F830016B08Rik	18	60453034	60462670	+
Iigp1	18	60535683	60552281	+
BC023105	18	60598949	60603502	+
2010002N04Rik	18	60633847	60661637	-
Dctn4	18	60685868	60718416	+
Rbm22	18	60720390	60732464	+
Myoz3	18	60735970	60751442	-
Synpo	18	60753627	60819796	-
Ndst1	18	60845632	60908304	-
Rps14	18	60934164	60938200	+
Cd74	18	60963502	60972300	+
Tcof1	18	60973414	61008613	-
Arsi	18	61071434	61078215	+
Camk2a	18	61085272	61147806	+
Slc6a7	18	61155035	61173853	-
Cdx1	18	61178516	61195853	-
Pdgfrb	18	61204804	61244715	+
Csf1r	18	61265226	61291803	+
Hmgxb3	18	61290933	61336704	-
Slc26a2	18	61352573	61371266	-
Pde6a	18	61380136	61449578	+
Ppargc1b	18	61457790	61560085	-
Arhgef37	18	61653448	61696190	-
Csnk1a1	18	61714928	61749715	+
Gm16908	18	61810628	61825191	-
Il17b	18	61847589	61852191	+
Pcyox1l	18	61856491	61867289	-
Grpel2	18	61872094	61885985	-
Afap1l1	18	61889915	61946356	-
Ablim3	18	61959049	62071506	-
Sh3tc2	18	62112729	62184019	+
Adrb2	18	62337471	62339613	-
Gm9949	18	62339780	62344059	+
Htr4	18	62483858	62627456	+
Fbxo38	18	62663723	62708397	-
Spink10	18	62708565	62821020	+
Spink7	18	62752067	62755918	-
Spink13	18	62767194	62901041	-
Gm17732	18	62821762	62822582	+
2700046A07Rik	18	62911329	62916001	-
Apcdd1	18	63081981	63112849	+
Napg	18	63137490	63159104	+
Fam38b	18	63169867	63546837	-
Txnl1	18	63822455	63852013	-
Wdr7	18	63868349	64149414	+
1700091E21Rik	18	64317375	64436834	-
St8sia3	18	64414013	64435800	+
Onecut2	18	64500002	64560641	+
Amd-ps3	18	64608334	64609669	-
Fech	18	64616204	64648720	-
Nars	18	64659319	64676211	-
Atp8b1	18	64688633	64820654	-
Nedd4l	18	65047410	65377480	+
Alpk2	18	65425183	65553542	-
F730048M01Rik	18	65466084	65469530	+
Malt1	18	65590617	65638477	+
Zfp532	18	65739884	65849088	+
5330437I02Rik	18	65857922	65911255	+
Sec11c	18	65960203	65977319	+
Grp	18	66032474	66046232	+
Rax	18	66094293	66098743	-
Raxos1	18	66097192	66100101	+
Cplx4	18	66115381	66129832	-
Lman1	18	66140408	66182234	-
Ccbe1	18	66204956	66462393	-
Gm15958	18	66450928	66479261	+
Pmaip1	18	66618258	66625204	+
Mc4r	18	67017369	67020126	-
Gnal	18	67247990	67386446	+
Mppe1	18	67385184	67405484	-
Impa2	18	67448907	67478800	+
B430212C06Rik	18	67480863	67503757	-
Cidea	18	67503218	67527448	+
Tubb6	18	67550371	67562402	+
Afg3l2	18	67564421	67608820	-
Slmo1	18	67624503	67640235	+
Spire1	18	67647863	67770443	-
Gm17669	18	67722041	67722505	+
Cep76	18	67777051	67800990	-
Psmg2	18	67801253	67813816	+
Ptpn2	18	67825165	67884249	-
Gm17238	18	67933366	67934511	-
Seh1l	18	67934530	67955115	+
Cep192	18	67959761	68044822	+
D18Ertd653e	18	68092911	68415203	+
4933403F05Rik	18	68419841	68459987	-
Rnmt	18	68460009	68484506	+
Mc5r	18	68497250	68499377	+
Mc2r	18	68566561	68588905	-
4930546C10Rik	18	69104287	69109795	-
Tcf4	18	69503800	69847621	+
Ccdc68	18	70085080	70129138	+
1700061H18Rik	18	70102974	70129263	-
4930448D08Rik	18	70129331	70132020	+
Rab27b	18	70138785	70301259	-
2310002L13Rik	18	70400083	70404052	-
4930503L19Rik	18	70612794	70632134	-
Stard6	18	70632108	70660720	+
Poli	18	70668334	70690274	-
Mbd2	18	70727843	70785785	+
Dcc	18	71418392	72510723	-
Mex3c	18	73732698	73752229	+
Smad4	18	73798663	73863434	-
Elac1	18	73894692	73914133	-
Me2	18	73929694	73975046	-
Mro	18	74019039	74040987	+
Mapk4	18	74088140	74225013	-
D730045A05Rik	18	74177561	74179742	+
Gm9925	18	74224756	74225238	+
Ska1	18	74354953	74367472	-
Cxxc1	18	74375785	74381145	+
Mbd1	18	74427926	74442339	+
Ccdc11	18	74442754	74519638	+
Myo5b	18	74600590	74931147	+
1700120E14Rik	18	74684794	74690778	-
Acaa2	18	74938851	74965861	+
Lipg	18	75098976	75120917	-
Rpl17	18	75160131	75163035	+
BC031181	18	75165554	75169587	+
Dym	18	75178426	75446620	+
RP24-263P17.1	18	75524986	75526742	-
Smad7	18	75527183	75555589	+
Ctif	18	75590878	75857350	-
Gm10532	18	75674299	75682460	+
Zbtb7c	18	75979832	76308215	+
Smad2	18	76401234	76465385	+
Skor2	18	77095144	77139081	+
Ier3ip1	18	77168756	77180344	+
Hdhd2	18	77168865	77211641	+
Katnal2	18	77215887	77286047	-
Pias2	18	77303947	77394447	+
Gm7276	18	77423745	77424996	-
St8sia5	18	77424586	77494189	+
Loxhd1	18	77520697	77681080	+
Rnf165	18	77694852	77803875	-
8030462N17Rik	18	77743695	77952749	-
A330094K24Rik	18	77968420	77972209	-
Haus1	18	77996306	78006519	-
Atp5a1	18	78012468	78021608	+
F830208F22Rik	18	78031998	78035482	-
Pstpip2	18	78033042	78120746	+
5430411K18Rik	18	78135239	78231750	+
Siglec15	18	78240353	78254134	-
Slc14a1	18	78296830	78338858	-
Slc14a2	18	78342883	78405833	-
Gm6133	18	78546493	78547440	+
Setbp1	18	78947119	79306130	-
Gm10528	18	80209374	80209619	+
Gm10527	18	80213024	80213269	+
Gm10526	18	80216293	80216538	+
Gm17573	18	80219549	80219794	+
Gm2858	18	80222832	80223077	+
Gm10525	18	80226095	80226340	+
Pard6g	18	80243634	80316379	+
Adnp2	18	80323874	80348221	-
Rbfa	18	80389004	80397397	-
Gm16286	18	80403504	80409480	+
Txnl4a	18	80403534	80420272	+
Hsbp1l1	18	80426497	80443841	-
Pqlc1	18	80450031	80489464	+
Kcng2	18	80492368	80493072	-
Gm16997	18	80520074	80523201	+
Ctdp1	18	80604698	80666434	-
Nfatc1	18	80802944	80909810	-
Atp9b	18	80931816	81130797	-
Sall3	18	81163115	81183317	-
Galr1	18	82561888	82576169	-
Mbp	18	82644538	82755029	+
Zfp236	18	82762989	82862126	-
Gm10524	18	82862341	82875566	+
3010027C24Rik	18	83025286	83039996	+
Zfp516	18	83080271	83174706	+
Tshz1	18	84181019	84255954	-
Zadh2	18	84257550	84266906	+
Zfp407	18	84297419	84759117	-
Cndp1	18	84779901	84819476	-
Cndp2	18	84836862	84855025	-
D030046N08Rik	18	84888396	84890167	-
Fam69c	18	84889411	84909828	+
Gm17266	18	84967983	85006108	-
Cyb5	18	85020730	85049793	+
Gm16146	18	85028028	85028939	-
Fbxo15	18	85104550	85150768	+
1700034H14Rik	18	85116686	85120916	-
Neto1	18	86564344	86671289	+
Cbln2	18	86880502	86887675	+
Socs6	18	88834616	89096873	-
Rttn	18	89141182	89300405	+
Cd226	18	89366823	89439593	+
Dok6	18	89470474	89938920	-
Tmx3	18	90679546	90712659	+
Gm17635	18	90761007	90761174	+
Ighmbp2	19	3260924	3283017	-
Mrpl21	19	3282901	3292837	+
Cpt1a	19	3323301	3385732	+
Mtl5	19	3388857	3407823	+
Gal	19	3409919	3414472	-
Ppp6r3	19	3454933	3575749	-
Lrp5	19	3584825	3686564	-
1810055G02Rik	19	3708333	3717881	+
Suv420h1	19	3767421	3818303	+
Gm16066	19	3798615	3852419	-
Chka	19	3851773	3894369	+
Tcirg1	19	3896050	3907133	-
Ndufs8	19	3908870	3912717	-
Aldh3b1	19	3913493	3929761	-
Unc93b1	19	3935186	3949340	+
1700055N04Rik	19	3965902	3970438	+
Aldh3b2	19	3972328	3981645	+
Acy3	19	3986661	3990007	+
Tbx10	19	3992752	3999511	+
Nudt8	19	4000580	4005816	+
Gm16312	19	4000758	4001232	-
Doc2g	19	4003321	4007005	+
Ndufv1	19	4007497	4012806	-
Gstp1	19	4035411	4037921	-
Gstp2	19	4040291	4042221	-
BC021614	19	4057478	4059295	-
Cabp2	19	4081578	4087340	+
Cdk2ap2	19	4097182	4099019	+
Pitpnm1	19	4099998	4113965	+
Aip	19	4114446	4125858	-
Tmem134	19	4125934	4132307	+
Cabp4	19	4135425	4139609	-
Gpr152	19	4139784	4145738	+
Coro1b	19	4148619	4154035	+
Ptprcap	19	4154606	4156751	+
Rps6kb2	19	4156706	4163354	-
Carns1	19	4164324	4175479	-
Gm17552	19	4169566	4174284	+
Tbc1d10c	19	4184358	4191047	-
Ppp1ca	19	4192158	4195419	+
Rad9	19	4195198	4201603	-
Clcf1	19	4214238	4223490	+
Pold4	19	4231899	4233631	+
Ssh3	19	4261668	4269172	-
Ankrd13d	19	4270180	4283137	-
Adrbk1	19	4286001	4306222	-
Kdm2a	19	4316170	4398266	-
Rhod	19	4425459	4439432	-
A930001C03Rik	19	4439003	4448332	+
Syt12	19	4445908	4477447	-
2010003K11Rik	19	4496790	4498583	-
Pcx	19	4510472	4621752	+
Lrfn4	19	4611785	4615667	-
Rce1	19	4622551	4625617	-
Gm960	19	4648317	4698315	-
Spnb3	19	4711208	4752353	+
Rbm4b	19	4756525	4765938	+
Rbm14	19	4784299	4811634	-
Ccs	19	4825366	4839322	-
Ccdc87	19	4839366	4842528	+
Ctsf	19	4855129	4860912	+
Actn3	19	4861223	4877909	-
Zdhhc24	19	4878668	4885397	+
Bbs1	19	4886898	4906627	-
Dpp3	19	4907229	4928287	-
Peli3	19	4930651	4943127	-
Mrpl11	19	4962315	4964943	+
Npas4	19	4984355	4989971	-
Slc29a2	19	5024006	5031971	+
B3gnt1	19	5038826	5041134	+
Brms1	19	5041393	5049911	+
Rin1	19	5050808	5057071	+
Cd248	19	5068078	5070637	+
Tmem151a	19	5070859	5085531	-
Yif1a	19	5088553	5092856	+
Cnih2	19	5092871	5098418	-
Rab1b	19	5099207	5107019	-
Klc2	19	5107746	5118560	-
Pacs1	19	5133688	5273119	-
Sf3b2	19	5273923	5295455	-
Gal3st3	19	5298331	5308738	+
Catsper1	19	5335741	5344153	+
Cst6	19	5344705	5349574	-
Banf1	19	5364641	5366645	-
Eif1ad	19	5366813	5371511	+
Sart1	19	5377523	5388703	-
Tsga10ip	19	5390049	5394401	-
4930481A15Rik	19	5406740	5422847	+
Drap1	19	5422805	5424979	-
AI837181	19	5425144	5427313	+
Fosl1	19	5447703	5455945	+
Ccdc85b	19	5453163	5457549	-
Fibp	19	5460637	5465051	+
Ctsw	19	5465240	5468498	-
Efemp2	19	5473973	5481853	+
Mus81	19	5482345	5488402	-
Cfl1	19	5490485	5494029	+
Snx32	19	5495278	5510489	-
Ovol1	19	5549137	5560575	-
Gm962	19	5568074	5571261	+
Rnaseh2c	19	5601873	5603439	+
Kat5	19	5603017	5610050	-
Rela	19	5637483	5648130	+
Sipa1	19	5651185	5663707	-
Pcnxl3	19	5664635	5688908	-
Map3k11	19	5689131	5702862	+
Kcnk7	19	5704367	5707101	+
Ehbp1l1	19	5707376	5726317	-
Gm16538	19	5727206	5731627	+
Fam89b	19	5728087	5729653	-
Sssca1	19	5728088	5731732	-
Ltbp3	19	5740904	5758532	+
Scyl1	19	5758427	5771401	-
Malat1	19	5795690	5802671	-
Gm20417	19	5797562	5798549	+
Neat1	19	5824708	5845478	-
Gm9783	19	5848508	5851372	+
Frmd8	19	5849702	5875274	-
Slc25a45	19	5877808	5885766	+
Tigd3	19	5891139	5894107	-
Dpf2	19	5896516	5913010	-
Cdc42ep2	19	5917561	5918995	-
Pola2	19	5940543	5964206	-
Slc22a20	19	5970234	5986143	-
Capn1	19	5988546	6015825	-
Gm10814	19	6012620	6018426	+
Syvn1	19	6046576	6053712	+
Mrpl49	19	6053630	6057758	-
Fau	19	6057893	6059516	+
Znhit2-ps	19	6061192	6062472	+
Tm7sf2	19	6062821	6068373	-
1110014N23Rik	19	6067842	6080324	-
Zfpl1	19	6076487	6084944	-
BC048609	19	6080033	6080788	+
Cdca5	19	6084983	6091777	+
Gm550	19	6094419	6098233	+
Naaladl1	19	6105782	6115792	+
Sac3d1	19	6116004	6118586	-
Snx15	19	6119399	6128304	-
Arl2	19	6134374	6141406	-
Batf2	19	6140983	6172476	+
1700123I01Rik	19	6184388	6224225	+
Gpha2	19	6226380	6227768	+
Ppp2r5b	19	6227765	6235872	-
Atg2a	19	6241668	6262335	+
Gm14963	19	6268795	6276605	-
Ehd1	19	6273971	6300096	+
Cdc42bpg	19	6306456	6325652	+
Men1	19	6334979	6340891	+
Map4k2	19	6341135	6355615	+
Gm14966	19	6355522	6363759	-
Sf1	19	6363690	6378030	+
Pygm	19	6384399	6398459	+
Rasgrp2	19	6399340	6415216	+
Gm14965	19	6409400	6418606	-
Nrxn2	19	6418731	6544169	+
Gm14964	19	6530711	6532011	-
Slc22a12	19	6535845	6543019	-
Gm14967	19	6543771	6544899	-
2410152P15Rik	19	6617671	6674548	-
Gm14968	19	6645687	6647172	+
Rps6ka4	19	6903575	6915115	-
Ccdc88b	19	6919113	6932701	-
Prdx5	19	6981187	6984596	-
Trmt112	19	6984188	6985539	+
Esrra	19	6985467	6996303	-
1700019N12Rik	19	6996916	6999870	-
Kcnk4	19	7000200	7009005	-
Gpr137	19	7012559	7016940	-
Bad	19	7016351	7026388	+
Plcb3	19	7028204	7044279	-
Ppp1r14b	19	7049538	7051814	+
Fkbp2	19	7052231	7054930	-
Vegfb	19	7056963	7062141	-
