Gene	Expression
Gga1	5.354417
Sh3bp1	0.9475179
1700027A07Rik	-3.0406096
Pdxp	2.8606088
Lgals1	2.9932418
Nol12	3.4802632
Triobp	1.6499475
Gcat	-1.5009886
Ankrd54	2.3743927
Eif3l	6.8982143
Micall1	1.9941353
1700088E04Rik	3.4555545
Polr2f	6.6875625
Sox10	-5.607079
Gm10863	-2.3083613
Pick1	3.7717323
Slc16a8	-0.86798483
Baiap2l2	-4.463031
Pla2g6	4.8435926
Gm20420	-3.5210779
Maff	-2.2912157
Tmem184b	5.410848
Csnk1e	3.8941398
Gm16059	1.4247422
Kcnj4	-0.030718181
Kdelr3	-2.193041
Ddx17	6.598895
Dmc1	4.0374827
4933432B09Rik	-0.46297574
Cby1	4.17575
Tomm22	3.400215
Josd1	5.553863
Gm17487	0.7570132
Gtpbp1	5.34922
Sun2	3.4099495
Gm16575	-0.24728964
Gm16576	-1.2397612
Dnalc4	3.7412982
Nptxr	1.10706
Npcd	2.0749671
Cbx6	3.0059452
Apobec3	-1.6121902
Cbx7	2.9844563
Pdgfb	2.1745427
Rpl3	6.2832975
Syngr1	-2.5801842
Tab1	2.515569
Mgat3	-0.71350217
Smcr7l	4.1467533
Atf4	5.289166
Rps19bp1	5.239472
Cacna1i	-1.0502808
Enthd1	3.7499204
Grap2	-2.6741982
Fam83f	3.3229783
Tnrc6b	1.8809696
Adsl	4.0328407
Sgsm3	4.4859424
Mkl1	3.9868875
4930483J18Rik	-1.9308227
Mchr1	-5.1447997
Slc25a17	5.477579
St13	6.130457
Xpnpep3	2.4883327
Dnajb7	-4.4132943
Gm17025	-0.22931172
Rbx1	4.7255874
Gm5218	-3.0624926
Ep300	4.834863
L3mbtl2	4.465025
Chadl	3.3472116
Rangap1	5.4922323
Zc3h7b	3.6791112
Gm17597	0.14969735
Tef	4.7862105
Gm8444	-2.6811862
Tob2	3.8659976
Phf5a	5.608123
Aco2	5.1734133
Polr3h	4.7502255
Csdc2	-1.2240163
Pmm1	3.9084098
Gm5805	5.504654
1700029P11Rik	1.1671121
Xrcc6	5.4009757
Pppde2	3.6326327
Nhp2l1	3.0638843
4930407I10Rik	-6.391539
Mei1	4.7118106
Ccdc134	4.822946
Srebf2	2.7614594
Tnfrsf13c	-0.79441357
Cenpm	3.6805787
1500009C09Rik	-5.096224
Sep-03	1.7373662
Wbp2nl	2.8438506
Naga	0.57253814
Fam109b	-3.4205258
1500032L24Rik	6.1781473
Ndufa6	7.0160713
Cyp2d22	-3.4855938
Cyp2d11	-4.836217
Cyp2d10	-4.8870306
Cyp2d9	-4.89053
Gm5806	-5.707217
Cyp2d12	-4.857831
Cyp2d34	-4.8649635
Cyp2d37-ps	-3.405977
Cyp2d40	-4.3825583
Gm5062	-4.1915097
Cyp2d26	-4.8852777
Tcf20	5.0849376
AW121686	-5.3046937
Nfam1	-2.5332184
Serhl	1.1098804
Gm17206	-0.6368678
Rrp7a	1.8663304
Poldip3	5.4586015
Cyb5r3	5.2232223
A4galt	-2.1335468
Arfgap3	4.3711348
1700001L05Rik	5.768626
Pacsin2	4.488188
Ttll1	2.7066195
Bik	-4.08252
Mcat	5.0989375
Tspo	1.0704861
Ttll12	4.89709
Scube1	0.41558123
Mpped1	0.89338213
Efcab6	-0.54531413
Sult4a1	-1.0799247
Pnpla5	-2.453693
Pnpla3	-2.3224213
Samm50	6.5699277
Parvb	-0.09183794
Parvg	-1.6427938
1810041L15Rik	-2.5795653
Ldoc1l	4.7075057
Prr5	3.5655987
Arhgap8	-3.0295422
Phf21b	-1.6621912
Nup50	4.002686
5031439G07Rik	3.1620464
Upk3a	-4.3125415
Fam118a	3.7389438
Smc1b	6.752122
Gm10923	0.26877314
Ribc2	2.6093276
Fbln1	2.2328794
Atxn10	5.4106107
Gm4825	-2.8844004
Wnt7b	-4.1569467
AU022754	-5.740565
Ppara	-1.1999023
2210021J22Rik	4.465408
Pkdrej	-3.5125182
Ttc38	1.1507292
Gtse1	4.919638
Trmu	2.1183424
Celsr1	-2.6770668
Gramd4	0.34080294
Gm15722	-3.5699124
Cerk	1.9469951
Gm15569	-3.415725
Tbc1d22a	4.1363516
Fam19a5	1.0883431
Brd1	3.7049727
Zbed4	-2.0828257
Alg12	2.3995252
Creld2	5.912009
Pim3	3.3992078
Ttll8	-1.9851992
Mlc1	3.4147503
Mov10l1	8.003853
Panx2	-3.2818234
1810021B22Rik	-0.6868327
Trabd	3.494645
1300018J18Rik	4.00356
Tubgcp6	3.8965256
Hdac10	-0.1885277
Mapk12	-1.6108817
Mapk11	-3.7171056
Plxnb2	4.8398104
Fam116b	1.3734424
Gm17401	-0.02770002
Ppp6r2	4.0216985
Sbf1	6.092125
Adm2	-4.227929
Miox	-3.7385273
Lmf2	5.102203
Ncaph2	4.65742
Sco2	4.3768616
Tymp	-0.93204576
Odf3b	-2.0703826
Klhdc7b	-4.877539
Syce3	6.4393744
Cpt1b	-2.9614367
Chkb	2.5455492
C730034F03Rik	1.2725253
Gm17583	-0.30993026
Mapk8ip2	-3.526149
Arsa	-1.6469654
C230037L18Rik	-5.1794014
Shank3	0.61955875
Gm15609	-1.6738937
Acr	-2.0180695
Rabl2	3.338079
Syt10	-5.050811
Alg10b	2.6181796
Cpne8	-5.073157
Gm8759	-0.42791438
Kif21a	1.5320789
Abcd2	-4.896721
CN725425	2.9558227
Slc2a13	-5.4957967
4933438A12Rik	-2.0338213
Lrrk2	-2.2946506
Smgc	-5.9437156
Muc19	-6.0954657
Muc19	-2.472869
Muc19	-6.1398826
Cntn1	-4.0829787
Gm16629	-3.696861
Pdzrn4	-3.0824814
Gxylt1	2.7905111
Yaf2	4.1374536
Zcrb1	3.6500978
Pphln1	4.2424393
Prickle1	3.5882647
Adamts20	-3.4841914
Pus7l	1.789849
Irak4	-2.8868873
Twf1	2.7961776
Tmem117	-5.490791
Nell2	3.7037446
Dbx2	-2.9986043
Ano6	1.0509675
Gm17546	-3.5651026
D030018L15Rik	-2.214645
2610037D02Rik	-6.487097
4833422M21Rik	-6.055495
Arid2	4.285027
Scaf11	4.70435
Slc38a1	2.466717
Slc38a2	2.6909273
Slc38a4	-1.1679859
Amigo2	2.9985352
Fam113b	3.1478293
Rpap3	4.017944
Endou	-5.6097355
Rapgef3	-4.0108523
Gm16257	-3.1172853
Gm16256	-4.046896
Slc48a1	-0.05047586
Hdac7	0.9437981
Gm17532	-0.10829648
Vdr	-1.425975
Tmem106c	6.346012
Col2a1	-0.34055856
Senp1	3.8230453
Pfkm	2.5653553
Asb8	5.9772873
AI836003	-3.6499352
Olfr288	-5.682701
Olfr287	-5.464088
Olfr286	-4.121759
H1fnt	-4.5742707
Zfp641	-1.6445755
Olfr285	-4.1082964
Olfr284	-4.043756
Olfr283	-4.3073144
Olfr282	-4.0593867
Olfr281	-4.0931897
Lalba	-3.7190752
Olfr279	-4.067139
2310037I24Rik	1.5552958
Ccnt1	3.1638906
9330020H09Rik	0.85977066
4930415O20Rik	-3.2782216
Adcy6	2.6903894
Cacnb3	4.7355847
Ddx23	5.280337
Rnd1	-2.1247604
Ccdc65	0.33437833
Fkbp11	-2.5631301
Arf3	6.5218334
Wnt10b	-5.3899946
Wnt1	-5.4254074
Ddn	-4.333263
B130046B21Rik	4.2962866
Prkag1	5.399399
Mll2	4.5839105
Rhebl1	3.8231719
Dhh	-1.0858815
Lmbr1l	3.8569632
Tuba1b	1.8981013
Tuba1a	-4.735028
4930578M01Rik	-4.026365
Gm8973	-2.500614
Tuba1c	0.21095353
Prph	-5.0663657
Troap	3.3340003
C1ql4	-3.9728956
Dnajc22	-5.0547156
Spats2	4.9660473
Kcnh3	1.3554555
Mcrs1	2.3873186
Fam186b	-5.687386
Prpf40b	4.321559
Fmnl3	4.196966
Tmbim6	4.861475
Nckap5l	2.0242517
4921518J05Rik	0.33841336
Bcdin3d	2.672272
Faim2	-6.3435125
Aqp2	-4.6690116
Aqp5	-4.904444
Aqp6	-5.209834
Racgap1	3.8892586
Accn2	-1.4840308
Gm17349	3.2103565
Smarcd1	5.770513
Gm17241	-2.6065474
Gm16537	-0.1828019
Gpd1	-1.333344
2310016M24Rik	5.2406483
Lass5	4.4243917
Gm17058	-4.0593867
Lima1	0.8715655
Gm17057	-3.4084203
1700030F18Rik	-6.511649
Larp4	1.665409
Dip2b	3.0360599
Atf1	1.4587443
Tmprss12	0.23148443
Gm5474	-2.0745423
Mettl7a1	-5.08252
Mettl7a3	-4.861402
Mettl7a2	-5.5031877
Slc11a2	3.5351055
Gm5475	-2.7662222
5330439K02Rik	-2.2243285
Letmd1	3.705464
Csrnp2	4.2597413
Tcfcp2	3.7429197
Pou6f1	2.131513
C330013E15Rik	2.1032574
Dazap2	6.7112293
Smagp	2.6006052
Bin2	4.5549774
Cela1	-1.5716573
Galnt6	1.7735735
1810009N23Rik	-1.6818789
Slc4a8	-0.4233346
Scn8a	2.6259751
Scn8a	1.7407527
Ankrd33	-4.9122124
Acvrl1	-2.5234468
Gm16031	-3.0087607
Acvr1b	2.8038187
A330009N23Rik	-1.170418
Grasp	-0.7026061
Nr4a1	1.786492
9430023L20Rik	4.722328
6030408B16Rik	-4.2230797
Krt80	-4.1161647
Krt7	-3.025251
Krt83	-5.053155
1700011A15Rik	-4.019988
Krt81	-5.060164
Krt86	-5.138044
5430421N21Rik	-4.8956766
Krt84	-1.3769554
Krt82	-5.2341404
4732456N10Rik	-5.508607
Krt75	-5.874715
Gm5414	-4.8975043
Krt6b	-5.321644
Krt6a	-5.340957
Krt5	-5.298121
Krt71	-5.1428204
Krt74	-4.8879066
Krt72-ps	-5.161408
Krt73	-5.281557
Krt2	-5.552897
Krt1	-5.305022
Krt77	-5.718091
Krt76	-5.3763313
Krt4	-5.2593975
Krt79	-1.0835137
Krt78	-1.2101146
Krt8	-1.2822232
Krt18	-0.10829648
Eif4b	5.687638
Tenc1	0.16447625
Spryd3	4.8497357
Igfbp6	-0.9984188
Soat2	-5.3164496
Csad	4.3940163
Zfp740	4.275514
Itgb7	-4.470942
Rarg	-0.7320463
Gm9918	-5.299438
Mfsd5	5.2688766
Espl1	6.3667765
Pfdn5	4.9833407
Myg1	3.7019029
Aaas	6.449354
Sp7	-1.9202417
Gm17671	0.043706525
Sp1	3.503847
Amhr2	2.0494602
Gm17403	4.4125133
Prr13	1.4707013
Pcbp2	7.963742
Map3k12	3.9045968
Gm10337	2.584275
Tarbp2	2.0184321
Npff	-0.029950386
Atf7	4.2380843
Atf7	3.0701442
Gm15430	-2.6852217
Atp5g2	5.516857
Calcoco1	3.7430537
Gm17649	0.12616879
Hoxc13	-1.2269689
Hoxc12	-4.2112346
Gm16258	-5.5980105
Hoxc11	-5.182259
Hoxc10	-4.9480042
Gm20398	-1.3138453
Mir196a-2	-0.9827656
Hoxc9	-5.4481463
Hoxc8	-1.5157537
Hoxc6	-0.7533064
Hoxc5	-1.3147094
Mir615	-0.7249679
Hoxc4	-2.5622842
D930007P13Rik	-4.572093
Smug1	2.903857
Cbx5	2.5212855
Hnrnpa1	5.7994485
Nfe2	-4.0094047
Copz1	4.8851743
Gpr84	-4.7994585
Zfp385a	3.9244597
Itga5	-0.0796994
Gtsf1	5.823745
BC048502	-2.5372427
Nckap1l	1.397597
Pde1b	-0.042320047
Ppp1r1a	-4.540142
Glycam1	-3.4891183
Olfr161	-4.080989
Mefv	-5.8813257
Zfp263	4.0632
Olfr15	-4.076387
Zfp174	2.0395415
Zfp597	2.9179912
Gm17348	3.2586467
Nat15	4.2656593
1700037C18Rik	3.2429867
Cluap1	4.984271
Gm15537	2.3863082
Nlrc3	-1.3008412
Slx4	2.986143
Gm15879	2.0812898
Dnase1	2.108671
Trap1	6.5791864
Crebbp	3.819536
Gm5766	-5.150503
Adcy9	3.1208615
Srl	2.496844
Tcfap4	3.1246889
Glis2	4.1576858
Pam16	0.9623333
Coro7	1.2733029
Vasn	0.60594153
Dnaja3	5.457257
Nmral1	-0.0445906
Hmox2	5.37148
Gm15859	-3.673081
5730403B10Rik	4.432361
Gm15835	-0.94017386
4930562C15Rik	2.329755
Fam100a	2.559842
Mgrn1	4.841186
Gm16861	2.8424013
Nudt16l1	5.919694
Anks3	3.345154
4930451G09Rik	1.9829314
Sep-12	-4.864074
Rogdi	3.7897174
Glyr1	6.6737943
Ubn1	6.562792
Ppl	-3.2058306
Sec14l5	-5.3918476
Nagpa	3.9148517
AU021092	-1.6546178
Alg1	6.1136923
Fam86	5.3309093
Gm15983	-0.47506833
Rbfox1	-2.9262607
Cldn26	-0.50678366
Mettl22	1.9715568
Abat	0.32560974
Gm9851	1.6564437
Tmem186	3.8569252
Pmm2	3.286568
Carhsp1	2.0442128
Usp7	5.1707954
1810013L24Rik	4.3853693
Gm10247	-2.5807843
Gm17697	-2.3409574
Grin2a	-6.5720935
Rpl39l	5.92785
Atf7ip2	0.91591614
Emp2	-0.4756675
Tekt5	-1.5468554
Nubp1	3.3436513
Fam18a	2.2193124
Ciita	-3.984015
Dexi	1.7005907
Clec16a	4.5026193
Gm15558	-1.4431504
Socs1	-1.98014
Tnp2	-2.1500652
Prm3	-2.8702908
Prm2	-3.4728687
Prm1	-3.0748498
Gm10343	-2.6443493
Gm11172	-0.17868572
Gm17410	-5.769647
A630055G03Rik	-0.61220366
Litaf	0.009447308
Gm4262	-5.0050526
Snn	0.9555602
Txndc11	2.5847342
Zc3h7a	1.1293154
4930509G22Rik	0.45525107
Rsl1d1	5.090538
2610020C07Rik	2.217736
Gspt1	4.1990685
Tnfrsf17	-3.8720622
Snx29	3.8806868
Snx29	1.8224138
Gm4279	-5.386901
Cpped1	1.5415528
Gm9961	-1.5598372
Shisa9	-0.78072166
Gm6327	-4.662885
Ercc4	0.98909396
Mkl2	3.9751017
Gm15738	0.76324517
Parn	5.151669
Bfar	3.6380384
3110001I22Rik	2.4391327
Pla2g10	-2.2820635
1810007I06Rik	-1.6443493
Rrn3	5.635871
Ntan1	6.249784
Pdxdc1	6.0350795
Mpv17l	-0.7559948
Ifitm7	-3.9378076
2900011O08Rik	-3.69025
4921513D23Rik	5.6146173
Nde1	2.1810057
Myh11	-3.2851994
0610037P05Rik	2.851765
Gm15868	-1.0717705
Gm15869	-0.9840765
Abcc1	4.511008
Gm11169	-2.2458
Gm1758	-3.0809891
A630010A05Rik	-5.139515
Snai2	-2.037377
Efcab1	-3.0375195
Ube2v2	-0.7535594
Mcm4	4.4665365
Prkdc	3.4412508
Mzt2	3.0969868
2310008H04Rik	4.19134
Gm10121	-3.0962236
Pkp2	3.4664617
Gm5481	-2.6443493
Yars2	3.553921
Dnm1l	4.7397647
Fgd4	0.8518029
Olfr19	-4.1957593
Spag6	-1.8819764
Igll1	-5.2808905
Vpreb1	-2.5846782
Top3b	4.3739142
Ppm1f	2.9278634
Mapk1	4.9330406
1700056N10Rik	-4.0759263
Ypel1	3.1752555
Ppil2	3.64886
Gm15585	1.5625799
2610318N02Rik	-4.5063276
Sdf2l1	2.2118945
Ccdc116	-1.4893582
Gm15646	-3.6306033
Ydjc	-0.33948654
Ube2l3	3.9611232
Gm15648	5.173519
Rimbp3	-1.5160198
Hic2	4.2785974
Gm17625	4.295877
Tmem191c	1.5046957
Pi4ka	5.1719823
Serpind1	-3.1467764
Snap29	2.5601718
Crkl	4.1252036
Aifm3	4.2275157
Lztr1	2.542696
Thap7	4.8172317
4930451C15Rik	-2.534317
P2rx6	-4.0133824
Slc7a4	-2.3067906
Smpd4	4.3722463
Ccdc74a	2.7289572
Med15	5.29112
Rpl26-ps4	-2.9761927
Klhl22	4.629297
Scarf2	1.2272571
Car15	0.26914793
Gm20518	4.8277826
Dgcr2	5.2057548
Tssk1	-2.9652822
Tssk2	-4.4871545
Dgcr14	3.9714289
Gsc2	-1.6505544
Slc25a1	5.6321454
Vpreb2	-3.7826064
Dgcr6	3.4487412
Prodh	1.515552
Gm15954	2.6713736
Rtn4r	-5.121759
Gm7873	-3.7463703
Zdhhc8	4.335684
Ranbp1	5.387976
Trmt2a	4.309797
Dgcr8	3.0400388
D16H22S680E	0.8765967
Arvcf	3.6260104
Comt	2.5087218
Gm15764	-0.2801437
Txnrd2	2.059178
Gnb1l	1.4266889
Gm16314	3.685894
Tbx1	-3.2870111
4930588K23Rik	-5.1402507
Gp1bb	-0.53436947
Sep-05	0.7227914
Cldn5	-4.6669726
Cdc45	3.4172323
Ufd1l	3.9182968
2510002D24Rik	0.2731294
Mrpl40	5.2167974
Hira	3.997665
Gm15797	-0.21932769
Gm10088	-2.9259195
Iglc3	-3.3838003
Iglc2	-3.44458
Olfr164	-4.298121
Olfr165	-4.2237735
Olfr166	-4.220997
Olfr167	-4.076387
Olfr168	-4.076387
Olfr169	-4.080989
Olfr170	-4.1786857
Olfr171	-4.1829734
Lamp3	-4.1713676
B3gnt5	-2.5855112
A930003A15Rik	-3.7444375
Klhl6	-5.559508
Klhl24	2.7220755
Yeats2	3.8600645
Map6d1	-3.4038727
Parl	4.3697066
Cyp2ab1	-5.610797
Abcc5	3.8950593
Eif2b5	5.326443
Gm16618	-1.1414047
Dvl3	3.8086696
Ap2m1	3.6297061
Abcf3	5.368471
Vwa5b2	-4.349946
Alg3	4.979147
Ece2	1.4882982
Camk2n2	-2.0617478
Psmd2	6.3254213
Eif4g1	6.9134927
Fam131a	0.3303143
Clcn2	3.3516722
Polr2h	1.8257909
Thpo	1.1949242
Chrd	0.08319493
Gm6557	-3.8142743
Ephb3	-1.3104656
Gm16863	-5.44874
Vps8	4.891163
2510009E07Rik	-0.24854441
Ehhadh	-0.6545834
1300002E11Rik	1.9436499
Gm17439	-4.958796
Map3k13	0.9936027
2610020F03Rik	-3.2490752
Tmem41a	4.472398
Liph	-2.7686014
Senp2	5.1378036
Igf2bp2	4.530087
Tra2b	2.398753
Etv5	-1.8819411
Dgkg	-3.173524
9230117E06Rik	0.31542322
Gm15651	-5.493152
Crygs	-1.9320457
Tbccd1	4.1728373
Dnajb11	5.5517573
Ahsg	-4.726927
Fetub	1.9193408
Hrg	-1.2243283
Kng2	-5.4943027
Kng1	-5.826658
Eif4a2	5.113478
Rfc4	5.5891013
Adipoq	-4.6329036
B630019A10Rik	-5.4344263
BC106179	-6.212633
St6gal1	-0.9197675
Rtp1	-5.808736
Masp1	-3.4343064
Rtp4	-2.3467777
Sst	-3.4278178
Rtp2	-5.4427934
Bcl6	-1.714954
1110054M08Rik	1.0044782
Lpp	1.5069544
A230028O05Rik	-3.9120402
Tprg	-5.044542
Trp63	2.6989684
Gm4524	-2.5359025
Leprel1	-2.9108772
AU015336	-3.9310267
Cldn1	-4.1293316
Cldn16	0.8420728
Tmem207	-4.7882457
Il1rap	-5.9361153
RP24-345H5.2	-4.185112
Gm606	-5.1812596
Ostn	-4.6761255
Uts2d	-3.9070382
Ccdc50	2.1407354
Fgf12	-1.551123
1600021P15Rik	2.927131
Hrasls	-4.7315197
Atp13a5	-3.650864
Atp13a4	-6.330367
Opa1	3.7294867
Gm17734	-2.9411864
Gm16761	-5.0063434
Gm1968	-2.492346
4632428C04Rik	-5.2961435
Hes1	4.3420715
Gm17516	-5.0223827
Cpn2	-6.3634825
Lrrc15	-6.4238987
Gp5	-1.2431746
Atp13a3	2.3915112
Tmem44	-2.7639754
Lsg1	3.1584845
Fam43a	-1.5483106
AI480653	5.4077206
Gm15742	-0.60618234
Acap2	2.8848956
Ppp1r2	1.1741033
Apod	-5.3808794
Bdh1	-3.3562238
Gm15743	-2.120269
Dlg1	3.6998484
Mfi2	-2.8924513
Pigz	-2.1906583
Ncbp2	4.571209
Senp5	3.281753
Pak2	4.4759583
Pigx	3.287632
1500031L02Rik	4.891046
Gm15729	-2.6932592
Lrrc33	0.6365913
Bex6	-3.6505547
Fbxo45	3.2923427
Wdr53	2.9014592
2310010M20Rik	-4.6608377
Rnf168	2.882405
Ubxn7	2.081246
Tm4sf19	-4.497175
Tctex1d2	2.6134667
Pcyt1a	4.497174
Osta	-4.845262
Zdhhc19	-5.053155
Tfrc	5.109674
Tnk2	5.758552
Gm10818	1.552048
Muc4	-4.7632804
Muc20	-2.43993
1700021K19Rik	3.5329137
Fyttd1	4.242002
Lrch3	3.857284
Gm17106	1.4301751
Iqcg	1.6770232
Rpl35a	3.7851658
Lmln	1.1645769
Osbpl11	4.1416454
Snx4	4.1417646
1700007L15Rik	2.5950015
Zfp148	2.06769
Slc12a8	-1.8451178
Heg1	-1.3166462
Gm15658	-3.3663127
Gm15657	-4.180116
Muc13	-2.8109539
Itgb5	2.0620418
Umps	4.4924073
Gm15829	2.6303282
Kalrn	2.8185096
Ropn1	-4.132143
Ccdc14	2.8715405
Mylk	0.24007913
Ptplb	3.215099
Adcy5	0.33588737
Sec22a	4.1678905
Pdia5	3.58985
Sema5b	2.7776163
Dirc2	2.0923488
Hspbap1	1.4010285
Gm16789	-3.8807096
Parp14	-3.4259932
Gm10237	-2.5807843
Dtx3l	-2.724856
Parp9	-1.6558452
Gm15564	0.8543213
Kpna1	2.5579398
Wdr5b	0.27898037
Fam162a	5.082928
Ccdc58	2.1514628
Csta	-5.6438313
Gm10092	-1.6932591
Stfa2l1	-2.8948927
Gm5483	-2.8948927
Gm5416	-2.4010782
2010005H15Rik	-2.6401978
Stfa1	-2.9794831
Gm4758	-2.3862813
Gm1975	-2.7975955
BC100530	-3.8271148
Gm15845	-4.161408
Stfa2	-3.4821768
Stfa3	-2.8879066
Casr	-6.405366
Cd86	-6.080606
Ildr1	-4.5332184
Slc15a2	0.36249515
Eaf2	-1.0984262
Iqcb1	3.9826438
Golgb1	5.468067
4930565N06Rik	0.9789792
Hcls1	-1.2640077
Fbxo40	-0.80664575
Polq	3.3226268
Stxbp5l	-2.2988548
Gtf2e1	2.6043634
Rabl3	2.15295
Hgd	-5.401998
Ndufb4	2.866829
Fstl1	1.4158356
Lrrc58	1.5698035
Gpr156	-2.2108495
Gsk3b	2.854893
Nr1i2	-3.0454526
4932425I24Rik	-2.8740435
Gm15649	-2.5501342
Cox17	2.16815
Popdc2	-1.6690114
Pla1a	-3.4098842
Gm17497	0.2136317
Adprh	5.9146085
D930030I03Rik	-4.046896
Cd80	0.32099372
4930455C21Rik	4.3070445
Poglut1	2.1744933
Tmem39a	3.8656871
Gm17103	2.2761996
Arhgap31	-2.405531
B4galt4	2.3046052
Upk1b	-2.8381212
4930435E12Rik	-3.0437562
Gm15802	-1.908765
Igsf11	1.863533
Lsamp	-3.6128714
Gap43	-4.6221027
4932412D23Rik	-6.515139
Zbtb20	0.10393303
Gm9968	-5.7473354
Gm15713	-4.7957306
Tigit	-1.1534399
Drd3	-4.7082095
Qtrtd1	3.1556554
2610015P09Rik	3.6097875
Zdhhc23	4.768154
Gramd1c	1.1732173
Atp6v1a	3.9030368
Naa50	4.3077483
Gm608	4.049499
Sidt1	-6.5065274
Gm17298	-5.485594
Spice1	3.97385
Wdr52	-2.9315362
Boc	0.747927
BC027231	3.172595
Gtpbp8	3.4632876
Cd200r1	-5.91049
Cd200r4	-4.919082
Cd200r2	-3.2375796
Cd200r3	-6.7483006
Ccdc80	-1.2574629
Slc35a5	1.4646701
Atg3	3.5967572
Btla	-2.720059
Cd200	-2.5768797
Gm609	-6.1540017
Slc9a10	-6.1876035
Gcet2	-4.1876745
BC016579	-5.299438
Tmprss7	-4.463031
Tagln3	-4.325527
Abhd10	3.1350532
Gm15591	1.612472
Gm15639	-3.5894232
Phldb2	-3.031826
Gm15640	-3.243065
Gm15638	-6.4617376
Plcxd2	-0.08292672
Cd96	-5.2941628
Gm4737	1.077283
Pvrl3	1.6985894
Gm7275	-3.7405648
Gm7204	6.03874
Dppa4	1.8593676
Dppa2	-5.129184
Morc1	2.3475473
Trat1	-4.8815017
Retnlb	-3.642275
Retnla	-3.4254074
Retnlg	-3.4493337
Dzip3	3.7371266
C330027C09Rik	3.8222969
Myh15	-6.831673
1700026J12Rik	-4.375083
Gm5407	-3.7463703
Ift57	3.371671
Gm15518	0.4939005
Gm16619	-4.4421973
Cd47	1.6185181
Bbx	3.8142512
G730013B05Rik	-2.1724896
Ccdc54	-4.541256
5330426P16Rik	-3.248257
RP23-76I20.1	-0.15443817
Cblb	1.4874296
Alcam	-1.489715
Zpld1	0.53073734
Nfkbiz	0.13343386
Fam55c	-1.145417
Cep97	-0.18863921
Rpl24	4.720447
Pcnp	1.3342655
Rg9mtd1	2.2254374
Senp7	1.7798841
Impg2	-6.228534
Abi3bp	3.1100686
Tfg	5.858327
Gpr128	-5.5990806
Tmem45a	-5.7788343
Gm15839	-3.4587936
2310005G13Rik	-5.784018
Tomm70a	4.9648256
Nit2	4.419832
Gm16892	1.7051752
Tbc1d23	3.479651
Tmem30c	-4.996309
2610528E23Rik	3.4825008
Filip1l	-2.845713
Col8a1	-6.519949
4930461C15Rik	-2.0739882
Dcbld2	3.5197315
St3gal6	1.0531669
Gm813	-3.656733
E330017A01Rik	1.5647756
Cpox	2.3464897
Gpr15	-4.3825583
Cldn25	4.010684
Olfr172	-4.290194
Olfr173	-4.3862815
Olfr175-ps1	-4.208433
Olfr177	-4.062493
Olfr178	-4.1082964
Olfr180	-4.3587527
Olfr181	-4.6433125
Olfr183	-4.4254074
Olfr186	-4.1743855
Olfr187	-4.287542
Olfr190	-4.053155
Olfr191	-4.062493
Olfr193	-4.1772537
Olfr194	-4.0484633
Olfr195	-4.159959
Olfr196	-4.062493
Olfr198	-4.2430654
Olfr199	-4.064043
Olfr201	-4.0578313
Olfr202	-4.053155
Olfr203	-4.053155
Olfr204	-4.0547156
Olfr205	-4.073311
Olfr206	-1.7004546
Olfr209	-4.043756
Gabrr3	-4.919082
Orai2-ps	-5.7688866
Mina	3.7159717
Crybg3	5.1567144
Gm9581	5.0886536
Arl6	3.0450811
Epha6	-1.418182
Gm9017	-3.8324008
Nsun3	3.188653
Arl13b	1.5297372
Stx19	-1.3368586
Pros1	-4.046582
Epha3	-4.515734
Csnka2ip	-4.58511
4930453N24Rik	1.2068242
Zfp654	2.309477
Cggbp1	4.829526
Htr1f	-5.4943027
Pou1f1	-4.9941964
Chmp2b	5.230798
Vgll3	-5.8992424
Cadm2	-7.461296
RP23-300L8.1	-2.7559946
4933411O13Rik	-5.211934
Speer2	-4.3875203
Gbe1	1.0404683
4930423O20Rik	-3.3486106
Robo1	0.22161855
Robo2	-1.6347147
Lipi	-3.4861145
Gm17459	-3.015187
Rbm11	1.7229568
Hspa13	2.8643577
Samsn1	-3.900527
Gm15555	-1.9827657
Nrip1	1.1636231
Gm9843	6.689279
Usp25	-1.2024236
2810055G20Rik	-5.7731586
Gm11146	-0.7863683
Gm17333	-2.7636483
Cxadr	0.21004465
Btg3	-2.2183254
D16Ertd472e	1.9663901
Chodl	-6.1007624
Tmprss15	-6.2313833
Ncam2	-4.085576
Mir155	-4.5017586
Mrpl39	3.8966312
Jam2	-3.569039
Atp5j	3.5650625
Gabpa	3.3749907
App	3.3991723
Cyyr1	-7.182438
Adamts1	-0.081873685
Adamts5	-7.031505
N6amt1	-0.40343177
Ltn1	4.4629602
Rwdd2b	1.3877263
Usp16	3.3553643
Cct8	7.4117284
Rpl31-ps4	-2.808736
ORF63	-3.154438
Bach1	2.0509267
2810407A14Rik	-4.931027
Grik1	-2.9442205
Cldn17	-4.3961625
Cldn8	-2.9295986
Krtap24-1	-4.8188734
2310079G19Rik	-3.9811254
Krtap26-1	-4.1277018
Krtap27-1	-3.4517043
2310061N02Rik	-3.8307626
Krtap13-1	-3.7483003
Krtap13	-3.9860406
2310057N15Rik	-4.204221
Gm5965	-3.4010782
Krtap15	-2.775053
Krtap16-2	-3.1468499
Krtap16-1	-3.4421973
Krtap16-5	-3.2403247
Krtap16-4	-2.4493334
Krtap8-2	-3.1172853
Gm9829	-1.5937232
AY026312	-3.0500288
Gm10229	-3.2237735
