gene	sample	expression
DSG3	Tumor_2	3.916046961
AQP4	Tumor_2	0.7679037705
KRT15	Tumor_2	1.189403065
MMP12	Tumor_2	4.199522272
CTHRC1	Tumor_2	0.692806246
ADH1B	Tumor_2	-1.272137477
PI3	Tumor_2	2.121015401
CDH5	Tumor_2	-0.644100349
SPRR1A	Tumor_2	1.432565013
AKR1B10	Tumor_2	0.964704575
PTPRZ1	Tumor_2	2.420975464
TENC1	Tumor_2	-0.868562477
MMP10	Tumor_2	1.307244049
ADH1C	Tumor_2	0.435349955
COL3A1	Tumor_2	1.204456588
SCGB1A1	Tumor_2	-1.97194931
FHL1	Tumor_2	-1.293329467
SPP1	Tumor_2	1.968952453
LAD1	Tumor_2	2.281003308
CLDN18	Tumor_2	-2.641546029
CDCA5	Tumor_2	0.883972954
KRT16	Tumor_2	3.022589012
KRT5	Tumor_2	2.777140056
PERP	Tumor_2	2.684915832
NTS	Tumor_2	3.859248527
HPGD	Tumor_2	-1.226113325
MFAP4	Tumor_2	-1.50779464
SLC2A1	Tumor_3	2.11660712966667
NBPF14	Tumor_3	2.755699328
SPRR2C	Tumor_3	0.911604884
TSHZ2	Tumor_3	-1.540050079
ALDH3A1	Tumor_3	1.0251756075
PEBP4	Tumor_3	-2.420914066
AKR1C3	Tumor_3	2.36790416
FMO2	Tumor_3	1.70634174
PVRL4	Tumor_3	2.097134183
FAM75A1	Tumor_3	-0.838611956
C1orf187	Tumor_3	0.890701358
COL1A1	Tumor_3	0.67131658
HBE1	Tumor_3	-2.094962944
TP63	Tumor_3	4.664579669
SFTPC	Tumor_3	-2.212835709
BBC3	Tumor_3	1.523561956
ALDH3B2	Tumor_3	1.940621453
SPRR3	Tumor_3	1.761145407
S1PR1	Tumor_3	-0.5141086305
KRT17	Tumor_3	2.778680613
ADRB1	Tumor_3	0.046293652
KRT14	Tumor_3	3.473126064
SPRR2G	Tumor_3	0.853158612
LYPD3	Tumor_3	2.372397883
AKR1C2	Tumor_3	1.34488063866667
IGSF10	Tumor_3	0.658025963
PVRL1	Tumor_3	2.309283287
SPRR1B	Tumor_3	1.8025944485
WDR72	Tumor_3	2.041639111
FABP4	Tumor_3	-0.80839231
LOC100132639	Tumor_3	0.851842814
SERPINB3	Tumor_3	3.599058844
FGF11	Tumor_3	-0.673822432
KRT13	Tumor_3	2.739758246
LOC729070	Tumor_3	-1.4941624040000001
TTK	Tumor_3	-1.217063902
GJB2	Tumor_3	2.392563637
CLCA2	Tumor_3	3.012236112
PI4KAP1	Tumor_3	-1.724735305
PFN2	Tumor_3	0.100920648
SFTPH	Tumor_3	-0.330194934
EPAS1	Tumor_3	-1.544874034
AGER	Tumor_3	-1.953068638
LOC346085	Tumor_3	-0.286151031
SFN	Tumor_3	3.461580085
DSG3	Tumor_3	2.122863536
AQP4	Tumor_3	0.98725397
KRT15	Tumor_3	1.580828701
MMP12	Tumor_3	2.817775964
CTHRC1	Tumor_3	0.789530227
ADH1B	Tumor_3	0.543247482
PI3	Tumor_3	0.546443688
CDH5	Tumor_3	-0.404278153
SPRR1A	Tumor_3	1.285938238
AKR1B10	Tumor_3	2.417855814
PTPRZ1	Tumor_3	0.930503153
TENC1	Tumor_3	-0.71251255
MMP10	Tumor_3	2.374744793
ADH1C	Tumor_3	1.331270279
COL3A1	Tumor_3	1.761442239
SCGB1A1	Tumor_3	1.732325634
FHL1	Tumor_3	-0.230327072
SPP1	Tumor_3	3.494409419
LAD1	Tumor_3	2.224592658
CLDN18	Tumor_3	-1.273018494
CDCA5	Tumor_3	-0.333126301
KRT16	Tumor_3	3.885099794
KRT5	Tumor_3	5.023041344
PERP	Tumor_3	1.328075079
NTS	Tumor_3	-2.938194716
HPGD	Tumor_3	-0.328160049
MFAP4	Tumor_3	-0.995936068
SLC2A1	Tumor_4	2.09535232833333
NBPF14	Tumor_4	3.788441812
SPRR2C	Tumor_4	3.409854602
TSHZ2	Tumor_4	-1.843495514
ALDH3A1	Tumor_4	-2.6486630635
PEBP4	Tumor_4	-2.443644003
AKR1C3	Tumor_4	-0.603904687
FMO2	Tumor_4	-0.69808771
PVRL4	Tumor_4	3.07567565
FAM75A1	Tumor_4	-2.292438019
C1orf187	Tumor_4	0.421157734
COL1A1	Tumor_4	0.062433335
HBE1	Tumor_4	-2.4056845
TP63	Tumor_4	4.839558289
SFTPC	Tumor_4	-1.641554131
BBC3	Tumor_4	1.103537604
ALDH3B2	Tumor_4	0.679984026
SPRR3	Tumor_4	2.24268683
S1PR1	Tumor_4	-1.523019588
KRT17	Tumor_4	1.740851442
ADRB1	Tumor_4	-1.711987939
KRT14	Tumor_4	3.386130214
SPRR2G	Tumor_4	2.445530036
LYPD3	Tumor_4	1.470652637
AKR1C2	Tumor_4	-1.19602220433333
IGSF10	Tumor_4	-0.225881407
PVRL1	Tumor_4	2.645638395
SPRR1B	Tumor_4	1.4888890585
WDR72	Tumor_4	2.291389786
FABP4	Tumor_4	-2.455917134
LOC100132639	Tumor_4	1.959222862
SERPINB3	Tumor_4	0.362570079
FGF11	Tumor_4	0.061234173
KRT13	Tumor_4	2.8233118975
LOC729070	Tumor_4	-1.832161244
TTK	Tumor_4	0.255633242
GJB2	Tumor_4	3.541927151
CLCA2	Tumor_4	1.343166891
PI4KAP1	Tumor_4	-3.763533936
PFN2	Tumor_4	-2.49849841
SFTPH	Tumor_4	-2.05365631
EPAS1	Tumor_4	-2.565402016
AGER	Tumor_4	-2.52603062
LOC346085	Tumor_4	0.352527105
SFN	Tumor_4	1.147361278
DSG3	Tumor_4	3.464045414
AQP4	Tumor_4	-1.585360008
KRT15	Tumor_4	1.61632024
MMP12	Tumor_4	4.091910189
CTHRC1	Tumor_4	-0.045974309
ADH1B	Tumor_4	-2.53305097
PI3	Tumor_4	0.81832604
CDH5	Tumor_4	-2.021123292
SPRR1A	Tumor_4	0.966078417
AKR1B10	Tumor_4	-2.258086846
PTPRZ1	Tumor_4	2.773107278
TENC1	Tumor_4	-1.413302448
MMP10	Tumor_4	0.738507759
ADH1C	Tumor_4	-1.736965594
COL3A1	Tumor_4	0.766553779
SCGB1A1	Tumor_4	-2.205613974
FHL1	Tumor_4	-1.121074875
SPP1	Tumor_4	-0.034771197
LAD1	Tumor_4	2.679557433
CLDN18	Tumor_4	-3.043001153
CDCA5	Tumor_4	0.315785942
KRT16	Tumor_4	2.54451294
KRT5	Tumor_4	2.683270931
PERP	Tumor_4	2.178367278
NTS	Tumor_4	4.096204287
HPGD	Tumor_4	0.165427983
MFAP4	Tumor_4	-2.395217313
SLC2A1	Tumor_5	2.291182372
NBPF14	Tumor_5	3.233258115
SPRR2C	Tumor_5	1.123514536
TSHZ2	Tumor_5	-2.17112077
ALDH3A1	Tumor_5	3.152763614
PEBP4	Tumor_5	-0.645947702
AKR1C3	Tumor_5	2.869840231
FMO2	Tumor_5	-0.203477561
PVRL4	Tumor_5	3.541881107
FAM75A1	Tumor_5	-0.79649299
C1orf187	Tumor_5	1.537805479
COL1A1	Tumor_5	1.787904592
HBE1	Tumor_5	-1.672633023
TP63	Tumor_5	5.697106574
SFTPC	Tumor_5	-1.662917045
BBC3	Tumor_5	2.527247003
ALDH3B2	Tumor_5	3.642952654
SPRR3	Tumor_5	1.488125977
S1PR1	Tumor_5	-0.283984093
KRT17	Tumor_5	2.880947328
ADRB1	Tumor_5	-1.950868293
KRT14	Tumor_5	3.355399256
SPRR2G	Tumor_5	0.853375086
LYPD3	Tumor_5	2.393983032
AKR1C2	Tumor_5	1.880716061
IGSF10	Tumor_5	-0.563714767
PVRL1	Tumor_5	1.503145553
SPRR1B	Tumor_5	1.1814667145
WDR72	Tumor_5	1.923599593
FABP4	Tumor_5	-1.573636083
LOC100132639	Tumor_5	2.505960043
SERPINB3	Tumor_5	0.678071905
FGF11	Tumor_5	0.123539034
KRT13	Tumor_5	-0.2972462925
LOC729070	Tumor_5	-0.89720909
TTK	Tumor_5	-0.311477402
GJB2	Tumor_5	1
CLCA2	Tumor_5	4.34471057
PI4KAP1	Tumor_5	1.065090862
PFN2	Tumor_5	0.63790803
SFTPH	Tumor_5	0.898824199
EPAS1	Tumor_5	-1.764204104
AGER	Tumor_5	-1.533244322
LOC346085	Tumor_5	0.451955037
SFN	Tumor_5	2.539810464
DSG3	Tumor_5	3.055031871
AQP4	Tumor_5	2.0900758095
KRT15	Tumor_5	0.056337984
MMP12	Tumor_5	3.823229852
CTHRC1	Tumor_5	1.454524249
ADH1B	Tumor_5	-0.433454491
PI3	Tumor_5	0.043721377
CDH5	Tumor_5	-0.194503024
SPRR1A	Tumor_5	-0.28228229
AKR1B10	Tumor_5	1.574268833
PTPRZ1	Tumor_5	1.218834602
TENC1	Tumor_5	-0.787672556
MMP10	Tumor_5	-0.215728691
ADH1C	Tumor_5	-0.922449147
COL3A1	Tumor_5	2.599781215
SCGB1A1	Tumor_5	-1.875138116
FHL1	Tumor_5	-0.131031526
SPP1	Tumor_5	3.259667342
LAD1	Tumor_5	2.293945682
CLDN18	Tumor_5	-1.73289593
CDCA5	Tumor_5	-0.282965685
KRT16	Tumor_5	2.367262407
KRT5	Tumor_5	3.0218745
PERP	Tumor_5	2.775404816
NTS	Tumor_5	-0.019611018
HPGD	Tumor_5	-0.493081594
MFAP4	Tumor_5	-0.589605875
SLC2A1	Tumor_6	0.952582749333333
NBPF14	Tumor_6	3.291932189
SPRR2C	Tumor_6	3.864683522
TSHZ2	Tumor_6	-1.860634147
ALDH3A1	Tumor_6	0.1164451895
PEBP4	Tumor_6	-1.208979704
AKR1C3	Tumor_6	2.945552216
FMO2	Tumor_6	0.274297269
PVRL4	Tumor_6	3.403249819
FAM75A1	Tumor_6	-0.412547947
C1orf187	Tumor_6	2.070181761
COL1A1	Tumor_6	0.275072098
HBE1	Tumor_6	-2.218092284
TP63	Tumor_6	5.324471784
SFTPC	Tumor_6	-0.923321203
BBC3	Tumor_6	2.194235409
ALDH3B2	Tumor_6	2.235850495
SPRR3	Tumor_6	4.295058261
S1PR1	Tumor_6	-0.3916668335
KRT17	Tumor_6	2.495536696
ADRB1	Tumor_6	-0.750323977
KRT14	Tumor_6	3.968957416
SPRR2G	Tumor_6	4.013743907
LYPD3	Tumor_6	3.545674524
AKR1C2	Tumor_6	2.042225981
IGSF10	Tumor_6	-0.419421642
PVRL1	Tumor_6	1.694080176
SPRR1B	Tumor_6	3.6773552155
WDR72	Tumor_6	2.283672576
FABP4	Tumor_6	-0.892985618
LOC100132639	Tumor_6	2.107086562
SERPINB3	Tumor_6	2.989498641
FGF11	Tumor_6	1.240022315
KRT13	Tumor_6	2.939928123
LOC729070	Tumor_6	-0.692486549
TTK	Tumor_6	-0.010813505
GJB2	Tumor_6	2.9865946
CLCA2	Tumor_6	3.445539223
PI4KAP1	Tumor_6	0.418653081
PFN2	Tumor_6	1.001741034
SFTPH	Tumor_6	0.737753429
EPAS1	Tumor_6	-1.524822803
AGER	Tumor_6	-1.228423764
LOC346085	Tumor_6	-0.074661491
SFN	Tumor_6	2.109419101
DSG3	Tumor_6	3.883404568
AQP4	Tumor_6	0.40485448
KRT15	Tumor_6	0.553993523
MMP12	Tumor_6	4.427194441
CTHRC1	Tumor_6	2.115620221
ADH1B	Tumor_6	-0.499694643
PI3	Tumor_6	2.953231073
CDH5	Tumor_6	-0.172123845
SPRR1A	Tumor_6	2.143655751
AKR1B10	Tumor_6	1.026625095
PTPRZ1	Tumor_6	0.611520712
TENC1	Tumor_6	-1.016450521
MMP10	Tumor_6	0
ADH1C	Tumor_6	-0.449064903
COL3A1	Tumor_6	1.975592923
SCGB1A1	Tumor_6	-1.513075652
FHL1	Tumor_6	-0.066822713
SPP1	Tumor_6	4.029595829
LAD1	Tumor_6	2.62417253
CLDN18	Tumor_6	-1.340393289
CDCA5	Tumor_6	0.106024101
KRT16	Tumor_6	3.498987816
KRT5	Tumor_6	3.245745322
PERP	Tumor_6	3.48704385
NTS	Tumor_6	-0.056241202
HPGD	Tumor_6	0.338348741
MFAP4	Tumor_6	-1.218740027
SLC2A1	Tumor_7	1.033604595
NBPF14	Tumor_7	4.071407523
SPRR2C	Tumor_7	2.085729874
TSHZ2	Tumor_7	-1.801280408
ALDH3A1	Tumor_7	-3.0776179325
PEBP4	Tumor_7	-0.262184136
AKR1C3	Tumor_7	0.69419157
FMO2	Tumor_7	0.023169164
PVRL4	Tumor_7	1.608809243
FAM75A1	Tumor_7	0.255064144
C1orf187	Tumor_7	2.520014942
COL1A1	Tumor_7	3.804930563
HBE1	Tumor_7	-1.128439738
TP63	Tumor_7	4.177193002
SFTPC	Tumor_7	0.802053455
BBC3	Tumor_7	2.796171184
ALDH3B2	Tumor_7	4.431634654
SPRR3	Tumor_7	1.719892081
S1PR1	Tumor_7	-0.107884672
KRT17	Tumor_7	2.461309395
ADRB1	Tumor_7	-1.793996539
KRT14	Tumor_7	2.98365473
SPRR2G	Tumor_7	1.736965594
LYPD3	Tumor_7	0.401533235
AKR1C2	Tumor_7	-2.20625951833333
IGSF10	Tumor_7	-0.279072616
PVRL1	Tumor_7	0.720989883
SPRR1B	Tumor_7	1.853495554
WDR72	Tumor_7	0.674965251
FABP4	Tumor_7	-0.870644029
LOC100132639	Tumor_7	1.882444235
SERPINB3	Tumor_7	2.579315938
FGF11	Tumor_7	1
KRT13	Tumor_7	-0.590204375
LOC729070	Tumor_7	-0.637429921
TTK	Tumor_7	-1.822212881
GJB2	Tumor_7	3.895164107
CLCA2	Tumor_7	2.857376641
PI4KAP1	Tumor_7	0.672576608
PFN2	Tumor_7	-1.084634745
SFTPH	Tumor_7	0.228122506
EPAS1	Tumor_7	-1.095486168
AGER	Tumor_7	-1.794598519
LOC346085	Tumor_7	-0.695091943
SFN	Tumor_7	1.126757142
DSG3	Tumor_7	1.246955792
AQP4	Tumor_7	1.1749769195
KRT15	Tumor_7	-0.120076452
MMP12	Tumor_7	3.168563583
CTHRC1	Tumor_7	2.211533276
ADH1B	Tumor_7	0.250839109
PI3	Tumor_7	1.892324482
CDH5	Tumor_7	-0.575576033
SPRR1A	Tumor_7	0.788262958
AKR1B10	Tumor_7	-2.388200033
PTPRZ1	Tumor_7	-0.224737886
TENC1	Tumor_7	-0.401874764
MMP10	Tumor_7	0.684498174
ADH1C	Tumor_7	0.276749689
COL3A1	Tumor_7	3.929086342
SCGB1A1	Tumor_7	-2.451625133
FHL1	Tumor_7	-0.172046612
SPP1	Tumor_7	0.941765393
LAD1	Tumor_7	1.183640995
CLDN18	Tumor_7	-0.616871749
CDCA5	Tumor_7	-1.856351044
KRT16	Tumor_7	2.185120517
KRT5	Tumor_7	3.605140383
PERP	Tumor_7	0.399962337
NTS	Tumor_7	-3.757023247
HPGD	Tumor_7	-0.438884241
MFAP4	Tumor_7	-0.624908786
SLC2A1	Tumor_8	2.29646601366667
NBPF14	Tumor_8	3.445061534
SPRR2C	Tumor_8	2.784399863
TSHZ2	Tumor_8	-1.022441063
ALDH3A1	Tumor_8	0.877296729
PEBP4	Tumor_8	-0.436881888
AKR1C3	Tumor_8	3.724245639
FMO2	Tumor_8	0.316287051
PVRL4	Tumor_8	2.594147493
FAM75A1	Tumor_8	-0.892250627
C1orf187	Tumor_8	0.135431824
COL1A1	Tumor_8	-0.161960856
HBE1	Tumor_8	-1.205020471
TP63	Tumor_8	5.294743266
SFTPC	Tumor_8	-0.86885596
BBC3	Tumor_8	1.160936218
ALDH3B2	Tumor_8	0.070835361
SPRR3	Tumor_8	2.94075549
S1PR1	Tumor_8	0.0273981005
KRT17	Tumor_8	2.857980995
ADRB1	Tumor_8	-0.649813645
KRT14	Tumor_8	5.320003218
SPRR2G	Tumor_8	2.608312988
LYPD3	Tumor_8	1.630623253
AKR1C2	Tumor_8	3.604181641
IGSF10	Tumor_8	1.013919977
PVRL1	Tumor_8	1.949110424
SPRR1B	Tumor_8	0.625271731
WDR72	Tumor_8	2.25349085
FABP4	Tumor_8	-0.818839122
LOC100132639	Tumor_8	3.186346883
SERPINB3	Tumor_8	2.349051143
FGF11	Tumor_8	0.275397424
KRT13	Tumor_8	3.0996960985
LOC729070	Tumor_8	-0.466448029
TTK	Tumor_8	-0.001296805
GJB2	Tumor_8	3.325048663
CLCA2	Tumor_8	3.783376059
PI4KAP1	Tumor_8	0.063204497
PFN2	Tumor_8	1.349624662
SFTPH	Tumor_8	1.053439259
EPAS1	Tumor_8	-0.853836411
AGER	Tumor_8	-0.850718973
LOC346085	Tumor_8	0.038062218
SFN	Tumor_8	1.955937344
DSG3	Tumor_8	3.1575291915
AQP4	Tumor_8	1.2128156355
KRT15	Tumor_8	2.831400396
MMP12	Tumor_8	3.742320097
CTHRC1	Tumor_8	-0.068311874
ADH1B	Tumor_8	0.615499807
PI3	Tumor_8	2.313815449
CDH5	Tumor_8	-0.007177602
SPRR1A	Tumor_8	1.503225495
AKR1B10	Tumor_8	3.506318316
PTPRZ1	Tumor_8	2.291114215
TENC1	Tumor_8	-0.672977499
MMP10	Tumor_8	0.794251335
ADH1C	Tumor_8	0.412053641
COL3A1	Tumor_8	0.061847592
SCGB1A1	Tumor_8	0.072870317
FHL1	Tumor_8	0.293445719
SPP1	Tumor_8	2.329309513
LAD1	Tumor_8	3.15936681
CLDN18	Tumor_8	-0.945423467
CDCA5	Tumor_8	-0.940335969
KRT16	Tumor_8	3.597069472
KRT5	Tumor_8	3.771263609
PERP	Tumor_8	3.233681264
NTS	Tumor_8	4.454531345
HPGD	Tumor_8	0.243525234
MFAP4	Tumor_8	-1.293991218
SLC2A1	Tumor_9	-0.754376979333333
NBPF14	Tumor_9	4.233250937
SPRR2C	Tumor_9	0.217476931
TSHZ2	Tumor_9	-1.285050826
ALDH3A1	Tumor_9	-2.4471721055
PEBP4	Tumor_9	-0.64513365
AKR1C3	Tumor_9	0.592047011
FMO2	Tumor_9	0.074069674
PVRL4	Tumor_9	1.026925106
FAM75A1	Tumor_9	-1.211738625
C1orf187	Tumor_9	0.085693748
COL1A1	Tumor_9	-1.247619353
HBE1	Tumor_9	-1.361793089
TP63	Tumor_9	1.857980995
SFTPC	Tumor_9	-0.363436303
BBC3	Tumor_9	1.017629894
ALDH3B2	Tumor_9	-0.13722205
SPRR3	Tumor_9	-0.426770461
S1PR1	Tumor_9	-0.4817876025
KRT17	Tumor_9	0.111317023
ADRB1	Tumor_9	-0.819121417
KRT14	Tumor_9	0.684860508
SPRR2G	Tumor_9	-0.155278225
LYPD3	Tumor_9	-0.305847489
AKR1C2	Tumor_9	-0.479447502333333
IGSF10	Tumor_9	0.120941037
PVRL1	Tumor_9	-0.62503994
SPRR1B	Tumor_9	-0.0865457835
WDR72	Tumor_9	1.874794526
FABP4	Tumor_9	-0.925999419
LOC100132639	Tumor_9	0.369087913
SERPINB3	Tumor_9	-0.225174862
FGF11	Tumor_9	-0.313815449
KRT13	Tumor_9	0.025760876
LOC729070	Tumor_9	0.069475072
TTK	Tumor_9	-0.731418643
GJB2	Tumor_9	-0.586488355
CLCA2	Tumor_9	0.291174886
PI4KAP1	Tumor_9	0.612841533
PFN2	Tumor_9	-0.531028406
SFTPH	Tumor_9	1.405143504
EPAS1	Tumor_9	-1.490748424
AGER	Tumor_9	-0.88924557
LOC346085	Tumor_9	-0.69481792
SFN	Tumor_9	-0.169029196
DSG3	Tumor_9	0.052182631
AQP4	Tumor_9	1.9803204595
KRT15	Tumor_9	-0.23926624
MMP12	Tumor_9	1.700955796
CTHRC1	Tumor_9	-0.485585113
ADH1B	Tumor_9	-0.151311085
PI3	Tumor_9	-0.627341103
CDH5	Tumor_9	-0.816660355
SPRR1A	Tumor_9	-0.835529429
AKR1B10	Tumor_9	-2.695956655
PTPRZ1	Tumor_9	-0.139857664
TENC1	Tumor_9	-1.184713804
MMP10	Tumor_9	-0.87698911
ADH1C	Tumor_9	-0.094746334
COL3A1	Tumor_9	0.291947098
SCGB1A1	Tumor_9	-1.63237072
FHL1	Tumor_9	-0.045031067
SPP1	Tumor_9	-0.405354274
LAD1	Tumor_9	1.522031245
CLDN18	Tumor_9	-0.93088484
CDCA5	Tumor_9	-0.135401126
KRT16	Tumor_9	0.202979282
KRT5	Tumor_9	-1.169592254
PERP	Tumor_9	-0.637738168
NTS	Tumor_9	-2.640769267
HPGD	Tumor_9	-6.80677e-4
MFAP4	Tumor_9	-2.644586483
SLC2A1	Tumor_10	3.25840531833333
NBPF14	Tumor_10	4.147410957
SPRR2C	Tumor_10	4.011265166
TSHZ2	Tumor_10	-1.659804672
ALDH3A1	Tumor_10	1.8470615105
PEBP4	Tumor_10	-1.601257964
AKR1C3	Tumor_10	3.366145565
FMO2	Tumor_10	0.14062906
PVRL4	Tumor_10	3.123036266
FAM75A1	Tumor_10	-1.535344064
C1orf187	Tumor_10	1.613795737
COL1A1	Tumor_10	-0.364486499
HBE1	Tumor_10	-1.211980143
TP63	Tumor_10	5.309054433
SFTPC	Tumor_10	-1.216327315
BBC3	Tumor_10	1.876193798
ALDH3B2	Tumor_10	1.276999778
SPRR3	Tumor_10	3.887164191
S1PR1	Tumor_10	-0.604930299
KRT17	Tumor_10	2.750405851
ADRB1	Tumor_10	-1.317527395
KRT14	Tumor_10	4.691590432
SPRR2G	Tumor_10	3.255417727
LYPD3	Tumor_10	0.991908588
AKR1C2	Tumor_10	3.48679214733333
IGSF10	Tumor_10	0.682308898
PVRL1	Tumor_10	2.272588713
SPRR1B	Tumor_10	2.9241066095
WDR72	Tumor_10	3.445388052
FABP4	Tumor_10	-1.117593537
LOC100132639	Tumor_10	3.942514505
SERPINB3	Tumor_10	3.630342404
FGF11	Tumor_10	0.997151638
KRT13	Tumor_10	1.929637868
LOC729070	Tumor_10	-1.445288441
TTK	Tumor_10	-0.26710407
GJB2	Tumor_10	3.886928655
CLCA2	Tumor_10	4.368700827
PI4KAP1	Tumor_10	-0.912208039
PFN2	Tumor_10	-0.293941088
SFTPH	Tumor_10	-0.194777665
EPAS1	Tumor_10	-1.865130478
AGER	Tumor_10	-2.081701732
LOC346085	Tumor_10	0.414105225
SFN	Tumor_10	2.688887662
DSG3	Tumor_10	3.6882187255
AQP4	Tumor_10	0.4279478665
KRT15	Tumor_10	2.642660241
MMP12	Tumor_10	3.427260976
CTHRC1	Tumor_10	1.223632703
ADH1B	Tumor_10	-0.147679329
PI3	Tumor_10	2.97070773
CDH5	Tumor_10	-1.271201727
SPRR1A	Tumor_10	1.63174226
AKR1B10	Tumor_10	3.721955119
PTPRZ1	Tumor_10	3.953608583
TENC1	Tumor_10	-0.506422332
MMP10	Tumor_10	3.088767857
ADH1C	Tumor_10	0.190843585
COL3A1	Tumor_10	0.850826864
SCGB1A1	Tumor_10	-0.42906636
FHL1	Tumor_10	-0.837090337
SPP1	Tumor_10	2.861804957
LAD1	Tumor_10	2.148617808
CLDN18	Tumor_10	-2.397530781
CDCA5	Tumor_10	-0.351472371
KRT16	Tumor_10	3.702804838
KRT5	Tumor_10	2.877617028
PERP	Tumor_10	3.17507759
NTS	Tumor_10	2.077890778
HPGD	Tumor_10	-0.879023802
MFAP4	Tumor_10	-1.76799249
SLC2A1	Tumor_11	0.725871596
NBPF14	Tumor_11	1.905370442
SPRR2C	Tumor_11	0.016240641
TSHZ2	Tumor_11	-2.375009272
ALDH3A1	Tumor_11	1.1045155695
PEBP4	Tumor_11	-1.351634663
AKR1C3	Tumor_11	1.006182357
FMO2	Tumor_11	-0.559242988
PVRL4	Tumor_11	0.861881468
FAM75A1	Tumor_11	-1.052990984
C1orf187	Tumor_11	1.109910341
COL1A1	Tumor_11	1.038106803
HBE1	Tumor_11	-2.376880873
TP63	Tumor_11	4.370311687
SFTPC	Tumor_11	-1.585998358
BBC3	Tumor_11	0.662017927
ALDH3B2	Tumor_11	1.546850004
SPRR3	Tumor_11	-0.028515371
S1PR1	Tumor_11	-1.1814415365
KRT17	Tumor_11	3.237430883
ADRB1	Tumor_11	-0.940893213
KRT14	Tumor_11	1.672721544
SPRR2G	Tumor_11	0.482022601
LYPD3	Tumor_11	-0.373413756
AKR1C2	Tumor_11	0.965182341
IGSF10	Tumor_11	0.103452193
PVRL1	Tumor_11	1.054223975
SPRR1B	Tumor_11	0.2947454025
WDR72	Tumor_11	1.782221148
FABP4	Tumor_11	-1.067052417
LOC100132639	Tumor_11	1.422377245
SERPINB3	Tumor_11	1.422387854
FGF11	Tumor_11	-0.823491759
KRT13	Tumor_11	0.6215830085
LOC729070	Tumor_11	-1.035990926
TTK	Tumor_11	-0.391188236
GJB2	Tumor_11	2.392234789
CLCA2	Tumor_11	1.642012014
PI4KAP1	Tumor_11	-0.638418364
PFN2	Tumor_11	1.488263223
SFTPH	Tumor_11	-0.554410402
EPAS1	Tumor_11	-2.032229262
AGER	Tumor_11	-1.478840204
LOC346085	Tumor_11	-0.053157345
SFN	Tumor_11	1.972201548
DSG3	Tumor_11	1.7554721465
AQP4	Tumor_11	0.0185649165
KRT15	Tumor_11	0.601671498
MMP12	Tumor_11	1.910139196
CTHRC1	Tumor_11	0.920575929
ADH1B	Tumor_11	-1.354527282
PI3	Tumor_11	0.184557119
CDH5	Tumor_11	-1.075793688
SPRR1A	Tumor_11	0.694477369
AKR1B10	Tumor_11	0.528335336
PTPRZ1	Tumor_11	0.684501339
TENC1	Tumor_11	-0.504961324
MMP10	Tumor_11	0.674872205
ADH1C	Tumor_11	-0.877408319
COL3A1	Tumor_11	1.753046863
SCGB1A1	Tumor_11	-1.878640373
FHL1	Tumor_11	-1.21979154
SPP1	Tumor_11	0.246034941
LAD1	Tumor_11	1.943310433
CLDN18	Tumor_11	-2.115395973
CDCA5	Tumor_11	-0.764627332
KRT16	Tumor_11	1.322988186
KRT5	Tumor_11	1.577089837
PERP	Tumor_11	0.150948393
NTS	Tumor_11	-2.511695369
HPGD	Tumor_11	-0.927888587
MFAP4	Tumor_11	-1.685208239
SLC2A1	Tumor_12	1.59741562833333
NBPF14	Tumor_12	2.97986679
SPRR2C	Tumor_12	1.129756731
TSHZ2	Tumor_12	-1.587597931
ALDH3A1	Tumor_12	-1.950561405
PEBP4	Tumor_12	-1.124912716
AKR1C3	Tumor_12	-0.684240183
FMO2	Tumor_12	-0.332856177
PVRL4	Tumor_12	0.632343804
FAM75A1	Tumor_12	0.183252251
C1orf187	Tumor_12	2.011076349
COL1A1	Tumor_12	1.816111689
HBE1	Tumor_12	-0.898985398
TP63	Tumor_12	4.456812913
SFTPC	Tumor_12	-0.864320653
BBC3	Tumor_12	2.544500504
ALDH3B2	Tumor_12	3.477927678
SPRR3	Tumor_12	0.492038988
S1PR1	Tumor_12	-0.2138367575
KRT17	Tumor_12	2.769542262
ADRB1	Tumor_12	-0.901093896
KRT14	Tumor_12	1.604466323
SPRR2G	Tumor_12	0.719058804
LYPD3	Tumor_12	0.144058948
AKR1C2	Tumor_12	-0.234017200333333
IGSF10	Tumor_12	-0.546496626
PVRL1	Tumor_12	0.834769747
SPRR1B	Tumor_12	1.096260811
WDR72	Tumor_12	1.110889721
FABP4	Tumor_12	-1.156907886
LOC100132639	Tumor_12	1.474422235
SERPINB3	Tumor_12	0.394994178
FGF11	Tumor_12	0.136035729
KRT13	Tumor_12	-0.4374056245
LOC729070	Tumor_12	-0.308748313
TTK	Tumor_12	-0.999031748
GJB2	Tumor_12	2.806782249
CLCA2	Tumor_12	0.874823806
PI4KAP1	Tumor_12	0.054244396
PFN2	Tumor_12	-1.745715179
SFTPH	Tumor_12	0.462274297
EPAS1	Tumor_12	-1.611343013
AGER	Tumor_12	-1.635712835
LOC346085	Tumor_12	-1.09116904
SFN	Tumor_12	1.121869502
DSG3	Tumor_12	2.4528589415
AQP4	Tumor_12	1.0265809725
KRT15	Tumor_12	-0.178883177
MMP12	Tumor_12	2.592378851
CTHRC1	Tumor_12	1.806057408
ADH1B	Tumor_12	0.152634701
